mapping_address,address,latitude,longitude,region_code,state,country
Sunshine Coast Sippy Downs,"Sippy Downs QLD 4556, Australia",-26.7226414,153.0581714,0,QLD,Australia
Canterbury Addington,"Canterbury, UK",51.280233,1.0789089,3,, UK
Sydney Mount Kuring-Gai,"Mount Kuring-gai NSW 2080, Australia",-33.6414763,151.1308651,0,NSW,Australia
Melbourne West Footscray,"West Footscray VIC 3012, Australia",-37.8006709,144.8716645,0,VIC,Australia
Sydney Millers Point,"Millers Point NSW 2000, Australia",-33.8583029,151.203538,0,NSW,Australia
Hervey Bay & Fraser Coast Urangan,"Urangan QLD, Australia",-25.293404,152.8938496,0,QLD,Australia
Brisbane Everton Park,"Everton Park QLD 4053, Australia",-27.4006228,152.9864871,0,QLD,Australia
Southland Kew,"Kew, Invercargill 9812, New Zealand",-46.4368201,168.3596199,1,,New Zealand
Melbourne Dandenong,"Dandenong VIC 3175, Australia",-37.9847811,145.2139907,0,VIC,Australia
Sydney Meadowbank,"Meadowbank NSW 2114, Australia",-33.8157836,151.0896983,0,NSW,Australia
Hawkes Bay Hastings Central,"400 Karamu Road South, Akina, Hastings 4122, New Zealand",-39.6460611,176.8402722,1,,New Zealand
Wellington Naenae,"Naenae, Lower Hutt 5011, New Zealand",-41.2020491,174.9487217,1,,New Zealand
Sunshine Coast Bli Bli,"Bli Bli QLD, Australia",-26.6167293,153.036215,0,QLD,Australia
Melbourne Keilor Park,"Keilor Park VIC 3042, Australia",-37.7200817,144.8514577,0,VIC,Australia
Northern QLD Stuart,"Stuart QLD 4811, Australia",-19.3474813,146.8515439,0,QLD,Australia
Gold Coast Steiglitz,"Steiglitz QLD 4207, Australia",-27.7376185,153.3547115,0,QLD,Australia
"Port Hedland, Karratha & Pilbara Wickham","Port Hedland WA 6721, Australia",-20.311052,118.6094431,0,,Australia
"Bendigo, Goldfields & Macedon Ranges","Bendigo VIC 3550, Australia",-36.75961960000001,144.2785764,0,VIC,Australia
ACT Mount Stromlo,"Mount Stromlo, Australian Capital Territory 2611, Australia",-35.3161616,149.0104742,0,,Australia
Bunbury & South West Myalup,"Myalup WA 6220, Australia",-33.1031901,115.6946323,0,,Australia
Ballarat & Central Highlands Wendouree,"Ballarat Central VIC 3350, Australia",-37.5610117,143.8549159,0,VIC,Australia
Melbourne Coburg,"Coburg VIC 3058, Australia",-37.7412988,144.9666108,0,VIC,Australia
Melbourne Clyde North,"Clyde North VIC 3978, Australia",-38.1108098,145.3287992,0,VIC,Australia
Melbourne Lynbrook,"Lynbrook VIC 3975, Australia",-38.0510589,145.2559478,0,VIC,Australia
"Wollongong, Illawarra & South Coast Dapto","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
Adelaide Bedford Park,"Bedford Park SA 5042, Australia",-35.0224646,138.5670836,0,SA,Australia
Waikato Hillcrest,"Hillcrest, Hamilton, New Zealand",-37.800729,175.3191778,1,,New Zealand
Melbourne Surrey Hills,"Surrey Hills VIC 3127, Australia",-37.82593809999999,145.0972417,0,VIC,Australia
Adelaide Fullarton,"Fullarton SA 5063, Australia",-34.9553521,138.6257502,0,SA,Australia
Canterbury Lincoln,"Canterbury, UK",51.280233,1.0789089,3,, UK
Brisbane Bulimba,"Bulimba QLD, Australia",-27.4481394,153.0586203,0,QLD,Australia
Melbourne Ringwood East,"Ringwood East VIC 3135, Australia",-37.8079276,145.2516073,0,VIC,Australia
Perth Bull Creek,"Bull Creek WA 6149, Australia",-32.0566697,115.8648829,0,,Australia
Brisbane Murarrie,"Murarrie QLD, Australia",-27.4568601,153.0985626,0,QLD,Australia
Perth Cockburn Central,"Cockburn Central WA 6164, Australia",-32.1213518,115.8484413,0,,Australia
Sydney Yennora,"Yennora NSW 2161, Australia",-33.8650266,150.9709087,0,NSW,Australia
Southland Invercargill,"Invercargill 9810, New Zealand",-46.413031,168.3505636,1,,New Zealand
Brisbane Yamanto,"Yamanto QLD 4305, Australia",-27.6541528,152.7501895,0,QLD,Australia
Middle East & Africa Sub-Saharan Africa,Middle East,29.2985278,42.5509603,3,,Middle East
"Wollongong, Illawarra & South Coast Albion Park Rail","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
"Bendigo, Goldfields & Macedon Ranges Wandong","Bendigo VIC 3550, Australia",-36.75961960000001,144.2785764,0,VIC,Australia
Northam & Wheatbelt Merredin,"Merredin WA 6415, Australia",-31.4843818,118.2755299,0,,Australia
Perth Beaconsfield,"Beaconsfield WA 6162, Australia",-32.0671832,115.7742498,0,,Australia
Sydney Whalan,"Whalan NSW 2770, Australia",-33.7552075,150.8056028,0,NSW,Australia
Horsham & Grampians Dunkeld,"Dunkeld PH8, UK",56.5676532,-3.5862204,3,, UK
"Newcastle, Maitland & Hunter Rathmines","Rathmines NSW 2283, Australia",-33.0431042,151.5936285,0,NSW,Australia
Whyalla & Eyre Peninsula Port Augusta,"Port Augusta SA, Australia",-32.4935661,137.7743496,0,SA,Australia
Gosford & Central Coast Charmhaven,"Charmhaven NSW 2263, Australia",-33.2262433,151.5029848,0,NSW,Australia
Adelaide Rundle Mall,"Rundle Mall, Adelaide SA 5000, Australia",-34.9228403,138.6025388,0,SA,Australia
Melbourne Braeside,"Braeside VIC 3195, Australia",-37.9987562,145.1189431,0,VIC,Australia
Canterbury Riccarton,"Riccarton, Christchurch, New Zealand",-43.5295443,172.6018798,1,,New Zealand
Sydney Carss Park,"Carss Park NSW 2221, Australia",-33.9858713,151.1160272,0,NSW,Australia
Hobart Lenah Valley,"Lenah Valley TAS 7008, Australia",-42.8628436,147.2888708,0,TAS,Australia
Sydney Zetland,"Zetland NSW 2017, Australia",-33.9072561,151.2077058,0,NSW,Australia
Wellington Pukerua Bay,"Pukerua Bay, Porirua, New Zealand",-41.0374535,174.8854555,1,,New Zealand
Melbourne Oakleigh South,"Oakleigh South VIC 3167, Australia",-37.9255978,145.0951545,0,VIC,Australia
Gosford & Central Coast,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
Melbourne Lalor,"Lalor VIC 3075, Australia",-37.6655588,145.0165638,0,VIC,Australia
Sydney Lane Cove West,"Lane Cove West NSW 2066, Australia",-33.811478,151.1527422,0,NSW,Australia
Brisbane Amberley,"Amberley QLD 4306, Australia",-27.6405547,152.6843246,0,QLD,Australia
Hawkes Bay Tomoana,"Tomoana, Hastings, New Zealand",-39.6148322,176.8545245,1,,New Zealand
Melbourne Whittlesea,"Whittlesea VIC 3757, Australia",-37.5141982,145.1147772,0,VIC,Australia
Lismore & Far North Coast Mullumbimby,"Mullumbimby NSW 2482, Australia",-28.5531752,153.4996462,0,NSW,Australia
Launceston & North East Youngtown,"Youngtown TAS 7249, Australia",-41.4852091,147.1676424,0,TAS,Australia
Melbourne Werribee South,"Werribee South VIC 3030, Australia",-37.9446946,144.689209,0,VIC,Australia
Melbourne Templestowe Lower,"Templestowe Lower VIC 3107, Australia",-37.7578654,145.118525,0,VIC,Australia
Perth Caversham,"Caversham WA 6055, Australia",-31.8665904,115.9648156,0,,Australia
